FLAG_NM,FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,MENU_PRC,OPER_TIME,BASE_DE
템플스테이,경국사,서울특별시 성북구 보국문로113-10,11,11290,127.004648,37.614651,서울,http://kb1.templestay.com/index.asp?t_id=kyungguksa,02-914-2828,50 000,,2021-12-31
템플스테이,금선사,서울특별시 종로구 비봉길 137 (구기동 금선사),11,11110,126.953404,37.620425,서울,http://kb1.templestay.com/index.asp?t_id=geumsunsa,02-395-9955,60 000,,2021-12-31


템플스테이,묘각사,서울특별시 종로구 종로63가길 31,11,11110,127.018664,37.575456,서울,http://kb2.templestay.com/index.asp?t_id=myogaksa2008,02-763-3109,50 000,,2021-12-31

템플스테이,미륵대흥사,충청북도 단양군 대강면 황정산로423,43,43800,128.347722,36.856503,충북,http://kb1.templestay.com/index.asp?t_id=mrdaeheungsa,043-422-9108,50 000,,2021-12-31

템플스테이,학림사,충청남도 공주시 반포면 제석골길 67,44,44150,127.24764,36.365046,충남,http://kb3.templestay.com/index.asp?t_id=odzen,042-825-0515,150 000,,2021-12-31

템플스테이,개암사,전라북도 부안군 상서면 개암로 248(개암사),45,45800,126.649657,35.662635,전북,http://kb3.templestay.com/index.asp?t_id=sansa,063-581-0080,60 000,,2021-12-31

템플스테이,중흥사,경기도 고양시 덕양구 대서문길 393 (북한동),41,41281,126.976558,37.646037,경기,http://kb1.templestay.com/index.asp?t_id=jhs3554488,02-357-7744,40 000,,2021-12-31

템플스테이,갑사,충청남도 공주시 계룡면 갑사로 567-3,44,44150,127.187427,36.365661,충남,http://kb1.templestay.com/index.asp?t_id=gapsa,041-857-8921,60 000,,2021-12-31

템플스테이,화엄사,전라남도 구례군 마산면 화엄사로 539,46,46730,127.497572,35.256578,전남,http://kb1.templestay.com/index.asp?t_id=hwaeomsa,061-782-7600,70 000,,2021-12-31
템플스테이,대원사(산청),경상남도 산청군 삼장면 평촌유평로 453 (대원사),48,48860,127.806827,35.355622,경남,http://kb1.templestay.com/index.asp?t_id=admin,,70 000,,2021-12-31
템플스테이,구인사,충청북도 단양군 영춘면 구인사길 73(구인사),43,43800,128.480593,37.032253,충북,http://kb1.templestay.com/index.asp?t_id=guinsa,043-423-7100,48 000,,2021-12-31

템플스테이,연곡사,전라남도 구례군 토지면 피아골로 774(내동리),46,46730,127.588181,35.254477,전남,http://kb4.templestay.com/index.asp?t_id=yeongoksa,,50 000,,2021-12-31
템플스테이,법주사,충청북도 보은군 속리산면 법주사로 405,43,43720,127.833737,36.542393,충북,http://kb1.templestay.com/index.asp?t_id=beopjusa,043-544-5656,85 000,,2021-12-31

템플스테이,백담사,강원도 인제군 북면 백담로 746(백담사),42,42810,128.373955,38.165364,강원,http://kb1.templestay.com/index.asp?t_id=baekdamsa,033-462-5565,100 000,,2021-12-31
템플스테이,흥국사(고양),경기도 고양시 덕양구 흥국사길 82 (지축동 흥국사),41,41281,126.939671,37.66374,경기,http://kb1.templestay.com/index.asp?t_id=heungguksa,,60 000,,2021-12-31
템플스테이,대원사(보성),전라남도 보성군 문덕면 죽산길 506-8,46,46780,127.13292,34.961457,전남,http://kb1.templestay.com/index.asp?t_id=daewonsab,061-853-1755,50 000,,2021-12-31
템플스테이,정혜사,전라남도 순천시 서면 정혜사길 32,46,46150,127.514072,35.061928,전남,http://kb1.templestay.com/index.asp?t_id=jeonghyesa,061-755-8484,60 000,,2021-12-31
템플스테이,백제사,제주특별자치도 제주시 애월읍 광령남6길 54(백제사),50,50110,126.42414,33.448754,제주,http://kb1.templestay.com/index.asp?t_id=100je4,064-746-8009,70 000,,2021-12-31
템플스테이,범어사,부산광역시 금정구 범어사로 250(청룡동 범어사),26,26410,129.068491,35.283965,부산,http://kb2.templestay.com/index.asp?t_id=beomeosa,051-508-5726,50 000,,2021-12-31
템플스테이,연주암,경기도 과천시 자하동길 63(중앙동),41,41290,126.9655,37.441981,경기,http://kb4.templestay.com/index.asp?t_id=duswndka3,02-502-3234,10 000,,2021-12-31
템플스테이,영국사,충청북도 영동군 양산면 영국동길 225-35(영국사),43,43740,127.61067,36.157948,충북,http://www.yeongguksa.com/,,50 000,,2021-12-31
템플스테이,골굴사,경상북도 경주시 양북면 기림로 101-5(골굴사),47,47130,129.408937,35.804481,경북,http://www.sunmudo.com/,054-775-1689,,,2021-12-31
템플스테이,보현사,강원도 강릉시 성산면 보현길 396 (보현사),42,42150,128.769399,37.736782,강원,http://www.bohyunsa.or.kr/,033-647-9455,60 000,,2021-12-31
템플스테이,금강정사,경기도 광명시 설월로 58 (소하동),41,41210,126.872918,37.441684,경기,http://kb1.templestay.com/index.asp?t_id=sejon,02-898-8200,50 000,,2021-12-31

템플스테이,묘적사,경기도 남양주시 와부읍 수레로661번길 174 (묘적사),41,41360,127.261081,37.623518,경기,http://kb5.templestay.com/index.asp?t_id=mjts2008,031-577-1762,70 000,,2021-12-31

템플스테이,한국문화연수원,충청남도 공주시 사곡면 마곡사로 1065(전통불교문화원),44,44150,127.009985,36.565534,충남,http://kb2.templestay.com/index.asp?t_id=sabaha83,041-841-5050,100 000,,2021-12-31

템플스테이,송광사(순천),전라남도 순천시 송광면 송광사안길 100,46,46150,127.27537,35.003307,전남,http://kb1.templestay.com/index.asp?t_id=songgwangsa,061-755-5350,60 000,,2021-12-31
템플스테이,도리사,경상북도 구미시 해평면 도리사로 526(도리사),47,47190,128.398765,36.255615,경북,http://kb2.templestay.com/index.asp?t_id=dorisa,054-474-3877,70 000,,2021-12-31
템플스테이,반야사,충청북도 영동군 황간면 백화산로 652(반야사),43,43740,127.909331,36.280607,충북,http://kb1.templestay.com/index.asp?t_id=bys4199,,60 000,,2021-12-31
템플스테이,봉인사,경기도 남양주시 진건읍 사릉로156번길 295(봉인사),41,41360,127.218027,37.66194,경기,http://kb1.templestay.com/index.asp?t_id=bonginsa,031-528-5585,180 000,,2021-12-31
템플스테이,천축사,서울특별시 도봉구 도봉산길92-2,11,11320,127.019752,37.694419,서울,http://www.cheonchuksa.kr/,,50 000,,2021-12-31
템플스테이,문수암,경상남도 산청군 시천면 마근담길 173-17(문수암),48,48860,127.853645,35.288199,경남,https://www.munsuam.org/,,60 000,,2021-12-31
템플스테이,삼운사,강원도 춘천시 후석로441번길 12 (후평동),42,42110,127.74176,37.888257,강원,http://kb1.templestay.com/index.asp?t_id=samwoon,033-253-6542,30 000,,2021-12-31

템플스테이,삼화사,강원도 동해시 삼화로 584 (삼화동  삼화사),42,42170,129.014366,37.463646,강원,http://kb1.templestay.com/index.asp?t_id=534-7661,033-534-7676,100 000,,2021-12-31
템플스테이,마곡사,충청남도 공주시 사곡면 마곡사로 966(마곡사),44,44150,127.012007,36.558594,충남,http://kb1.templestay.com/index.asp?t_id=magoksa,041-841-6226,60 000,,2021-12-31

템플스테이,미타사,충청북도 음성군 소이면 소이로 61번길 164,43,43770,127.730458,36.955483,충북,http://kb1.templestay.com/index.asp?t_id=mitasa,043-873-0330,60 000,,2021-12-31

템플스테이,직지사,경상북도 김천시 대항면 직지사길 95,47,47150,127.998442,36.1175,경북,http://kb1.templestay.com/index.asp?t_id=jikjisa,,70 000,,2021-12-31
템플스테이,선암사(부산),부산광역시 부산진구 백양산로 138(부암동),26,26230,129.027562,35.176623,부산,http://kb1.templestay.com/index.asp?t_id=sunamsa,051-805-7573,50 000,,2021-12-31
템플스테이,선암사(순천),전라남도 순천시 승주읍 선암사길 450(선암사),46,46150,127.331596,34.99621,전남,http://kb3.templestay.com/index.asp?t_id=seonamsa,061-754-6250,150 000,,2021-12-31
템플스테이,내소사,전라북도 부안군 진서면 내소사로 243,45,45800,126.587333,35.617596,전북,http://kb1.templestay.com/index.asp?t_id=naesosa,063-583-3035,70 000,,2021-12-31

템플스테이,설악산 신흥사,강원도 속초시 설악산로 1137 (설악동 신흥사),42,42210,128.484616,38.175717,강원,http://kb1.templestay.com/index.asp?t_id=sinhungsa,033-636-8001,50 000,,2021-12-31

템플스테이,흥국사(여수),전라남도 여수시 흥국사길 160(중흥동 흥국사),46,46130,127.700231,34.821406,전남,http://kb1.templestay.com/index.asp?t_id=hgs6856433,,70 000,,2021-12-31
템플스테이,송광사(완주),전라북도 완주군 소양면 송광수만로 255-16(송광사),45,45710,127.241933,35.885616,전북,https://www.templestay.com/temple_info.asp?t_id=songkwangsa,063-241-8090,50 000,,2021-12-31
템플스테이,수국사,서울특별시 은평구 서오릉로 23길8-5,11,11380,126.904668,37.616081,서울,http://kb3.templestay.com/index.asp?t_id=suguksa,02-356-2001,15 000,,2021-12-31

템플스테이,지장정사,충청남도 논산시 노성면 화곡안길 103,44,44230,127.11313,36.329778,충남,http://kb3.templestay.com/index.asp?t_id=jijang,041-732-0106,50 000,,2021-12-31

템플스테이,봉선사,경기도 남양주시 진접읍 봉선사길 32 (봉선사),41,41360,127.183956,37.746812,경기,http://kb1.templestay.com/index.asp?t_id=lotus0415,031-527-9969,150 000,,2021-12-31

템플스테이,수진사,경기도 남양주시 천마산로 115-13 (호평동 천마산수진사),41,41360,127.250629,37.67164,경기,http://kb2.templestay.com/index.asp?t_id=sujinsa,031-591-3364,60 000,,2021-12-31

템플스테이,대광사(성남),경기도 성남시 분당구 구미로185번길 30 (구미동 대광사),27,41135,127.127382,37.346638,경기,http://kb2.templestay.com/index.asp?t_id=daegwangsa2,031-715-3000,50 000,,2021-12-31
템플스테이,불갑사,전라남도 영광군 불갑면 불갑사로 450,46,46870,126.546348,35.201498,전남,http://kb1.templestay.com/index.asp?t_id=bulgapsa11,061-352-8097,60 000,,2021-12-31

템플스테이,대승사,경상북도 문경시 산북면 대승사길 283 (대승사),47,47280,128.271927,36.749612,경북,http://kb1.templestay.com/index.asp?t_id=daeseungsa,,50 000,,2021-12-31
템플스테이,성주사,경상남도 창원시 성산구 곰절길 191(천선동),48,48123,128.716863,35.17575,경남,http://kb1.templestay.com/index.asp?t_id=seongjusa,,70 000,,2021-12-31
템플스테이,도갑사,전라남도 영암군 군서면 도갑사로 306(도갑사),46,46870,126.663513,34.752806,전남,http://kb4.templestay.com/index.asp?t_id=dogapsa,061-473-5120,60 000,,2021-12-31


템플스테이,봉녕사,경기도 수원시 팔달구 창룡대로 236-54 (우만동 봉녕사),41,41115,127.037912,37.290997,경기,http://kb3.templestay.com/index.asp?t_id=bongnyeongsa,031-256-4127,70 000,,2021-12-31
템플스테이,약천사,제주특별자치도 서귀포시 이어도로 293-28(대포동),50,50130,126.44935,33.245712,제주,http://kb1.templestay.com/index.asp?t_id=yakchunsa,064-738-5079,70 000,,2021-12-31

템플스테이,신흥사(완도),전라남도 완도군 완도읍 청해진남로 101-1(신흥사),46,46890,126.755096,34.307439,전남,http://kb1.templestay.com/index.asp?t_id=ttbag,061-554-2202,60 000,,2021-12-31

템플스테이,연등국제선원,인천광역시 강화군 길상면 강화동로 349-60,28,28710,126.483543,37.671128,인천,http://kb4.templestay.com/index.asp?t_id=lotus,032-937-7033,50 000,,2021-12-31
템플스테이,육지장사,경기도 양주시 백석읍 기산로471번길 190,41,41630,126.944032,37.783794,경기,http://kb1.templestay.com/index.asp?t_id=yukjijangsa,031-871-0101,100 000,,2021-12-31
템플스테이,축서사,경상북도 봉화군 물야면 월계길 739,47,47920,128.800075,36.981543,경북,http://kb1.templestay.com/index.asp?t_id=chookseosa,054-673-9962,200 000,,2021-12-31
템플스테이,용화사(청주),충청북도 청주시 서원구 무심서로 565(사직동 용화사),43,43110,127.482083,36.641662,충북,http://kb2.templestay.com/index.asp?t_id=yonghwasa,043-275-0516,40 000,,2021-12-31
템플스테이,영랑사,충청남도 당진시 고대면 진관로 142-52(영랑사),44,44830,126.594091,36.912486,충남,http://kb1.templestay.com/index.asp?t_id=younglangsa,041-355-8053,60 000,,2021-12-31

템플스테이,대광사(창원),경상남도 창원시 진해구 진해대로 303(태백동),48,48129,128.658311,35.171152,경남,http://kb4.templestay.com/index.asp?t_id=biriya,055-545-9595,50 000,,2021-12-31

템플스테이,용화사(통영),경상남도 통영시 봉수로 107-82(봉평동),48,48220,128.415491,34.818587,경남,http://kb1.templestay.com/index.asp?t_id=tsyong,055-649-3060,50 000,,2021-12-31
템플스테이,회암사(양주),경기도 양주시 회암사길 281 (회암동),41,41630,127.107786,37.85048,경기,https://hoeamsa1113.wixsite.com/website,031-866-0355,,,2021-12-31
템플스테이,심원사(성주),경상북도 성주군 수륜면 가야산식물원길 17-56(심원사),47,47840,128.13572,35.800574,경북,http://kb1.templestay.com/index.asp?t_id=simwonsa,054-931-6887,30 000,,2021-12-31

템플스테이,용연사,강원도 강릉시 사천면 중앙서로 961 (용연사),42,42150,128.780235,37.789826,강원,http://kb1.templestay.com/index.asp?t_id=yongyeounsa,033-647-1234,60 000,,2021-12-31
템플스테이,용문사(양평),경기도 양평군 용문면 용문산로 782 (용문사),41,41830,127.571403,37.550247,경기,http://kb1.templestay.com/index.asp?t_id=yongmunsa,,70 000,,2021-12-31


템플스테이,백양사,전라남도 장성군 북하면 백양로 1239,46,46880,126.883241,35.439283,전남,http://kb1.templestay.com/index.asp?t_id=baekyangsa,061-392-0434,150 000,,2021-12-31
템플스테이,월정사,강원도 평창군 진부면 오대산로 374-8,42,42760,128.592913,37.731945,강원,http://kb1.templestay.com/index.asp?t_id=woljeongsa,033-339-6606,70 000,,2021-12-31

템플스테이,자비선사,경상북도 성주군 수륜면 계정길 208(자비선사),47,47840,128.220464,35.793986,경북,http://kb2.templestay.com/index.asp?t_id=jabisunsa,054-931-8874,210 000,,2021-12-31

템플스테이,동화사,대구광역시 동구 동화사1길 1(도학동),27,27140,128.703227,35.995935,대구,http://kb1.templestay.com/index.asp?t_id=donghwasa,,,,2021-12-31
템플스테이,봉정사,경상북도 안동시 서후면 봉정사길 222,27,47170,128.662171,36.653249,경북,http://kb1.templestay.com/index.asp?t_id=bongjeongsa,054-853-4183,70 000,,2021-12-31
템플스테이,석종사,충청북도 충주시 직동길 271-56(직동 석종사),43,43130,127.969232,36.948423,충북,http://kb2.templestay.com/index.asp?t_id=seonmaster,043-854-4505,50 000,,2021-12-31
템플스테이,장육사,경상북도 영덕군 창수면 장육사1길 172,47,47770,129.30128,36.598751,경북,http://kb1.templestay.com/index.asp?t_id=jangyuksa,054-733-6289,50 000,,2021-12-31
템플스테이,봉은사,서울특별시 강남구 봉은사로 531 (삼성동 봉은사),11,11680,127.05745,37.51524,서울,http://kb1.templestay.com/index.asp?t_id=bongeunsa,02-3218-4826,50 000,,2021-12-31
템플스테이,전등사,인천광역시 강화군 길상면 전등사로 37-41(전등사),28,28710,126.484703,37.631887,인천,http://jeon2018.jhost.co.kr/bbs/board.php?bo_table=menu0404,032-937-0152,50 000,,2021-12-31

템플스테이,대흥사,전라남도 해남군 삼산면 대흥사길 400(대흥사),46,46820,126.616766,34.476312,전남,https://www.templestay.com/temple_info.asp?t_id=botongzen,061-535-5775,50 000,,2021-12-31

템플스테이,무량사,충청남도 부여군 외산면 무량로 203,44,44760,126.692921,36.317098,충남,http://kb1.templestay.com/index.asp?t_id=muryangsa2,041-836-5099,50 000,,2021-12-31
템플스테이,신륵사,경기도 여주시 신륵사길 73 (천송동 신륵사),41,41730,127.660946,37.297449,경기,http://kb1.templestay.com/index.asp?t_id=srs2505,031-885-9024,70 000,,2021-12-31
템플스테이,증심사,광주광역시 동구 증심사길 177 (운림동 증심사),29,29110,126.96994,35.128711,광주,http://kb1.templestay.com/index.asp?t_id=jeungsimsa,062-226-0107,50 000,,2021-12-31
템플스테이,부석사,충청남도 서산시 부석면 부석사길 243,44,44210,126.412296,36.703873,충남,http://kb1.templestay.com/index.asp?t_id=busuksa,041-662-3824,50 000,,2021-12-31

템플스테이,은해사,경상북도 영천시 청통면 청통로 951(은해사),47,47230,128.790317,35.991806,경북,http://kb1.templestay.com/index.asp?t_id=eunhaesa,054-335-3308,60 000,,2021-12-31
템플스테이,화계사,서울특별시 강북구 화계사길 117(수유동 화계사),11,11305,127.00725,37.632783,서울,http://kb1.templestay.com/index.asp?t_id=hwagyesa,,50 000,,2021-12-31

템플스테이,관문사,서울특별시 서초구 바우뫼로7길 111(우면동 대한불교천태관문사),11,11650,127.022111,37.473685,서울,http://kb2.templestay.com/index.asp?t_id=gm5300,02-3460-5300,30 000,,2021-12-31

템플스테이,길상사,서울특별시 성북구 선잠로5길 68(성북동 길상사),11,11290,126.994277,37.599164,서울,http://kb4.templestay.com/index.asp?t_id=kilsangsa,02-3672-5945,50 000,,2021-12-31

템플스테이,국제선센터,서울특별시 양천구 목동동로 167(국제템플스테이센터),11,11470,126.870111,37.520796,서울,http://kb1.templestay.com/index.asp?t_id=seoncenter,02-2650-2242,49 000,,2021-12-31
템플스테이,미황사,전라남도 해남군 송지면 미황사길 164(미황사),46,46820,126.577706,34.382763,전남,http://www.mihwangsa.com/,061-533-3521,150 000,,2021-12-31

템플스테이,용문사(예천),경상북도 예천군 용문면 용문사길 285-30,47,47900,128.369269,36.731344,경북,http://yongmun.templestay.com/,,30 000,,2021-12-31

템플스테이,도림사(대구),대구광역시 동구 인선로242인산로 242,27,27140,128.635493,35.886579,대구,http://kb2.templestay.com/index.asp?t_id=dorimsa1,,50 000,,2021-12-31
템플스테이,쌍계사(하동),경상남도 하동군 화개면 쌍계사길 59,48,48850,127.653503,35.233508,경남,http://kb1.templestay.com/index.asp?t_id=ssanggyesa,,70 000,,2021-12-31
템플스테이,진관사,서울특별시 은평구 진관길 73(진관동 진관사),11,11380,126.946484,37.63796,서울,http://kb1.templestay.com/index.asp?t_id=jks1080,02-388-7999,70 000,,2021-12-31
템플스테이,조계사,서울특별시 종로구 우정국로 55(견지동 조계사),11,11110,126.982039,37.573984,서울,http://kb3.templestay.com/index.asp?t_id=jogyesa,02-768-8660,70 000,,2021-12-31
템플스테이,서광사,충청남도 서산시 부춘산1로 44(읍내동),44,44210,126.445395,36.791735,충남,http://kb4.templestay.com/index.asp?t_id=seogwangsa,041-664-2002,,,2021-12-31
템플스테이,수덕사,충청남도 예산군 덕산면 수덕사안길 79(수덕사),44,44810,126.621993,36.662627,충남,http://kb1.templestay.com/index.asp?t_id=sudeoksa,041-330-7789,60 000,,2021-12-31

템플스테이,해인사,경상남도 합천군 가야면 해인사길 122,48,48890,128.097318,35.801179,경남,http://kb1.templestay.com/index.asp?t_id=haeinsa,055-934-3110,150 000,,2021-12-31
템플스테이,고운사,경상북도 의성군 단촌면 고운사길 415,47,47730,128.749584,36.458323,경북,http://kb1.templestay.com/index.asp?t_id=gounsa,054-833-6933,30 000,,2021-12-31
템플스테이,보경사,경상북도 포항시 북구 송라면 보경로 523,47,47113,129.318387,36.252259,경북,http://kb2.templestay.com/index.asp?t_id=bogyeong,054-262-1117,50 000,,2021-12-31
템플스테이,현덕사,강원도 강릉시 연곡면 싸리골길 170 (현덕사),42,42150,128.703451,37.859408,강원,http://kb1.templestay.com/index.asp?t_id=hd569,033-661-5878,50 000,,2021-12-31
템플스테이,홍법사,부산광역시 금정구 두구로33번길 202(두구동),26,26410,129.110233,35.303491,부산,http://www.busanbuddhism.net/,051-508-0343,60 000,,2021-12-31

템플스테이,화암사,강원도 고성군 토성면 화암사길 100,42,42820,128.469982,38.226942,강원,http://kb1.templestay.com/index.asp?t_id=hwaamsa,033-633-1525,40 000,,2021-12-31
템플스테이,운주사,전라남도 화순군 도암면 천태로91-44,46,46790,126.879929,34.925323,전남,http://kb1.templestay.com/index.asp?t_id=unjusa0660,,50 000,,2021-12-31
템플스테이,화운사,경기도 용인시 처인구 동백죽전대로 111-14 (삼가동 화운사),41,41461,127.161725,37.25229,경기,http://kb1.templestay.com/index.asp?t_id=hws3280,031-337-2576,,,2021-12-31
템플스테이,법륜사,경기도 용인시 처인구 원삼면 농촌파크로 126 (법륜사),41,41461,127.298664,37.169521,경기,http://www.beomnyunsa.or.kr/,,70 000,,2021-12-31
템플스테이,용주사,경기도 화성시 용주로 136 (송산동 용주사),41,41590,127.005106,37.212016,경기,http://kb1.templestay.com/index.asp?t_id=yongjoosa,031-235-6886,10 000,,2021-12-31
템플스테이,쌍봉사,전라남도 화순군 이양면 쌍산의로 459(쌍봉사),46,46790,127.060586,34.887524,전남,http://kb2.templestay.com/index.asp?t_id=ssangbongsa,061-372-3765,60 000,,2021-12-31

